10 13619
5 60 16
8 3 57
1 6 51
4 14 7
5 40 9
7 70 50
10 4 27
10 38 32
10 20 35
5 36 47
3 5 78
6 4 28
5 11 58
8 63 77
4 19 62
7 32 45
5 54 71
8 61 38
5 35 80
8 32 79
5 55 76
8 37 59
5 1 67
4 54 12
2 10 8
5 15 15
1 1 31
7 81 31
7 24 19
7 42 21
2 6 63
8 59 78
7 78 20
2 39 39
6 17 19
7 70 77
7 90 28
10 34 43
7 41 31
8 30 11
7 44 47
6 30 26
1 25 17
10 28 38
7 58 59
5 62 60
4 27 17
1 33 12
5 3 6
10 29 45
4 5 48
5 49 47
5 61 34
10 42 40
8 8 80
2 8 49
10 16 8
4 29 51
6 12 22
8 32 50
5 18 71
7 63 60
10 57 17
7 21 95
7 50 9
2 36 66
5 60 50
1 34 15
8 37 35
3 12 89
7 20 72
8 39 36
4 57 55
3 22 15
8 54 22
2 15 19
5 23 60
6 39 42
7 78 92
8 10 36
2 18 23
8 41 70
5 53 31
5 59 49
3 33 86
8 34 23
7 50 51
7 42 5
8 30 35
4 36 23
8 24 10
5 52 32
5 34 62
5 36 15
8 3 34
5 43 22
6 41 19
4 69 29
4 20 27
5 27 77
1 35 42
2 38 13
5 70 71
4 24 24
2 10 2
4 62 18
8 18 36
7 82 59
8 64 37
8 52 49
5 30 65
5 23 74
8 72 13
1 43 21
7 12 55
3 14 36
4 21 50
3 11 80
5 3 45
10 57 27
5 36 27
7 72 56
7 83 31
5 41 72
10 20 32
5 46 46
7 27 25
1 40 53
10 8 11
6 6 35
5 50 65
3 22 82
4 64 54
8 36 59
2 39 72
8 41 69
10 5 17
4 14 61
3 21 35
1 11 1
3 20 57
7 11 9
7 7 63
7 20 2
7 15 6
7 87 55
8 79 57
8 9 4
8 53 36
5 24 43
7 33 30
6 14 40
1 3 13
2 30 25
2 8 9
10 56 17
7 78 17
4 42 59
7 48 81
4 48 60
4 64 40
5 52 70
6 17 10
8 27 36
3 10 1
2 34 40
5 46 19
7 41 51
1 7 28
8 7 24
7 24 27
10 45 11
4 19 17
10 28 13
5 30 73
3 24 17
8 24 44
4 68 49
10 17 27
8 45 40
5 24 47
4 65 3
3 27 33
7 39 68
6 14 39
5 12 66
8 65 19
4 49 40
10 35 10
7 46 84
8 77 6
7 61 63
7 74 73
1 19 46
1 2 52
6 44 2
8 32 38
5 64 38
4 7 13
10 31 45
7 50 72
5 44 41
4 58 14
1 29 40
1 27 46
1 19 26
2 20 44
4 48 4
6 3 35
2 19 44
5 27 35
5 20 7
8 73 62
2 18 28
6 37 39
8 42 74
10 18 12
5 28 38
4 16 5
4 5 38
10 14 27
7 30 38
7 26 100
8 2 50
4 1 32
7 65 30
7 77 58
3 16 41
10 9 29
5 6 71
4 70 5
4 3 7
10 17 16
3 14 29
6 43 33
1 28 51
7 83 1
7 35 93
5 57 57
8 29 15
8 32 66
8 69 62
3 29 15
7 54 47
6 19 21
5 46 3
7 24 8
4 70 59
1 23 11
7 19 64
6 42 30
3 19 67
2 35 13
10 1 23
7 47 12
1 3 31
3 20 50
7 41 61
2 3 30
10 25 33
6 10 21
7 34 34
10 28 4
8 59 19
7 62 66
7 65 94
4 39 46
7 14 69
7 74 99
5 70 36
1 4 36
1 36 2
8 82 42
6 33 42
7 13 33
1 48 43
8 68 17
7 24 76
8 34 44
4 36 10
2 30 72
8 65 80
3 1 53
1 32 59
7 11 76
8 25 4
2 21 66
3 32 16
8 29 19
8 8 16
7 35 81
7 22 88
4 68 30
7 44 92
8 28 5
4 28 47
8 71 36
4 16 49
6 29 9
10 11 38
3 14 74
5 20 3
7 66 42
6 5 7
10 8 15
5 43 13
10 47 14
3 23 81
7 1 7
4 8 59
8 56 9
7 2 58
6 25 22
6 4 36
3 27 2
7 4 18
6 23 35
6 32 16
10 20 28
3 13 79
5 48 5
2 18 53
7 32 7
4 37 42
4 17 13
2 21 3
5 50 39
1 14 17
4 43 9
5 59 66
1 44 11
10 13 20
7 71 44
8 39 29
2 3 66
4 27 56
4 8 33
10 42 8
4 69 21
1 14 48
5 19 30
2 30 2
2 34 73
5 29 15
5 54 23
5 60 64
3 5 27
2 22 53
7 27 68
2 37 77
6 36 2
4 34 5
3 27 38
5 5 45
2 22 23
5 32 34
7 2 30
8 43 78
2 15 56
8 37 11
4 62 65
8 19 26
8 54 60
8 10 48
7 77 5
1 10 63
4 62 38
3 17 87
5 27 75
2 13 43
4 3 40
10 52 5
2 16 10
5 47 51
3 19 84
5 53 12
3 4 62
8 5 79
3 12 73
5 70 69
7 41 18
1 44 57
8 21 2
1 32 51
5 61 58
5 65 26
2 18 52
4 60 55
7 56 31
4 62 63
3 23 26
8 26 34
5 12 55
2 15 42
1 9 12
1 22 22
8 1 13
8 68 23
7 29 25
8 81 43
4 51 36
6 10 48
7 21 72
4 39 62
7 28 21
6 25 21
2 22 8
3 4 12
7 19 75
10 27 21
2 35 65
10 14 8
4 38 55
1 5 8
7 18 71
8 79 30
2 22 74
3 20 24
8 37 33
7 53 70
7 40 62
3 2 71
7 71 1
7 27 85
5 37 1
8 75 32
7 90 63
6 8 25
1 19 21
7 26 78
3 12 62
5 69 13
8 12 36
1 26 8
4 36 32
5 43 45
3 35 44
5 38 9
2 38 44
7 62 24
1 18 55
7 2 77
8 64 14
5 7 56
7 28 43
10 21 2
10 6 30
2 23 55
8 67 7
1 40 43
5 21 6
1 38 70
4 35 58
1 10 19
8 33 59
5 29 30
5 26 77
4 45 68
1 29 12
4 56 70
7 46 80
1 13 53
1 50 69
4 40 29
8 40 37
2 14 1
8 41 48
5 16 12
5 3 60
4 23 38
5 46 25
6 25 43
8 4 50
1 22 43
5 21 31
8 7 9
7 82 27
7 21 81
8 37 24
8 85 71
3 2 79
4 23 18
8 82 59
2 26 69
7 78 44
1 11 68
4 44 43
1 5 12
4 33 35
5 45 76
3 14 37
7 34 1
7 4 45
5 31 27
2 9 23
4 62 6
6 14 15
8 15 1
4 23 49
8 37 4
4 60 1
4 48 11
7 21 71
3 10 87
5 19 70
7 68 40
4 8 27
8 53 11
3 3 41
7 53 52
2 3 41
5 40 7
10 3 38
10 2 15
10 2 45
1 12 63
5 23 61
4 52 14
3 22 13
8 80 12
4 61 30
3 18 78
7 56 60
2 20 33
10 50 6
7 9 73
2 34 74
10 7 19
7 90 87
10 46 21
1 44 16
4 44 66
1 11 34
7 22 61
4 66 31
1 44 31
10 34 15
7 67 10
7 30 5
1 26 58
8 70 18
7 70 32
6 15 13
5 35 56
3 18 52
4 50 52
10 2 23
8 74 11
10 37 43
4 56 6
8 48 79
6 15 27
10 33 31
7 23 44
4 22 65
5 28 78
2 16 3
2 25 49
4 18 34
10 7 40
2 39 5
7 22 89
8 40 22
2 18 65
1 19 59
5 70 19
1 16 20
4 5 52
4 40 9
1 11 43
5 29 5
1 31 9
2 26 4
4 64 51
7 20 8
8 22 44
1 23 49
5 59 47
7 57 75
5 6 20
8 15 8
4 26 32
8 3 14
8 10 58
4 67 19
10 37 29
5 50 42
10 2 36
5 55 70
7 6 8
4 36 16
7 26 71
8 66 25
7 66 15
6 44 8
5 26 73
8 8 34
7 17 52
3 13 51
5 54 65
10 27 4
4 46 70
5 28 22
5 67 11
2 18 68
6 6 20
7 26 14
7 50 43
8 53 30
3 23 56
3 34 85
2 21 57
7 58 80
2 11 5
8 57 51
7 12 29
2 28 33
8 23 50
5 55 73
7 80 5
7 46 83
4 55 20
8 63 71
5 65 1
8 53 49
4 22 8
6 34 16
5 7 65
10 6 41
1 49 59
7 15 1
8 12 80
7 19 10
7 63 86
10 38 11
7 80 82
6 23 3
6 33 34
8 77 72
7 90 39
10 38 1
4 69 43
8 18 61
4 55 29
4 13 50
7 4 17
7 67 72
5 22 30
4 61 34
1 25 42
8 14 11
2 32 35
3 23 52
8 18 63
8 74 64
4 62 21
2 18 10
4 68 35
2 1 29
1 21 11
4 12 44
8 17 80
2 18 26
7 24 28
2 15 21
3 7 39
7 10 87
7 34 43
5 52 16
1 30 41
7 75 18
7 5 42
3 12 28
2 16 73
8 39 34
4 69 23
1 17 8
6 20 3
7 38 20
5 55 41
3 24 40
8 82 26
10 44 30
8 32 20
8 69 74
8 82 56
7 65 2
1 35 50
10 29 18
10 46 19
8 78 17
4 57 60
10 35 22
7 45 53
10 14 30
6 32 21
10 36 40
4 53 35
10 8 32
7 31 98
5 59 25
2 20 46
4 15 23
10 12 36
8 40 78
2 13 6
3 2 42
6 10 33
8 56 66
10 6 9
1 45 34
8 70 40
2 39 36
4 48 15
4 19 48
3 24 54
3 6 72
5 37 61
5 8 6
7 26 42
7 17 75
8 84 45
5 40 74
10 53 15
8 47 77
7 72 25
7 26 74
8 58 6
3 4 70
8 28 30
7 68 32
2 21 8
8 31 51
5 67 46
5 54 74
3 9 15
8 8 33
2 11 49
7 10 53
7 70 44
4 53 25
3 20 28
8 3 40
3 24 53
8 73 10
3 28 52
6 4 7
3 30 63
5 54 80
5 69 69
2 10 26
10 9 26
7 3 36
6 32 34
8 63 14
10 28 37
10 31 15
4 31 46
2 40 35
3 24 60
1 13 29
4 47 38
4 20 12
3 4 40
7 24 2
4 37 20
10 6 18
10 46 5
5 31 32
5 16 33
8 38 63
1 48 26
1 31 35
10 34 16
4 29 4
8 49 29
1 2 2
7 18 82
5 3 16
4 25 42
6 24 27
3 32 88
7 47 68
7 54 64
1 40 18
4 4 3
8 20 65
7 2 10
5 41 60
2 31 41
4 24 12
7 23 63
8 23 45
2 19 32
4 7 11
1 13 17
4 13 28
10 32 24
10 24 36
8 74 63
8 74 14
5 35 74
7 78 93
3 29 1
7 79 48
5 48 55
3 24 69
5 68 41
7 89 9
3 34 33
3 5 86
3 8 1
10 14 9
1 42 52
8 69 23
1 48 53
7 86 50
8 2 79
4 12 40
5 46 79
5 41 32
4 44 38
5 33 9
5 68 42
8 84 12
8 25 9
8 22 15
10 38 25
3 30 33
2 1 50
8 33 65
8 72 51
4 33 56
5 13 7
2 4 47
10 51 35
7 68 11
5 1 72
8 38 6
7 43 34
3 12 38
8 28 76
2 33 30
8 7 36
8 82 4
2 23 21
5 47 9
3 32 20
10 35 24
3 4 81
8 51 65
7 27 65
7 62 1
8 39 69
4 10 24
7 80 30
7 67 83
1 19 64
5 25 18
5 57 48
4 56 7
3 12 19
6 4 30
5 30 53
6 27 12
3 33 61
6 26 44
4 24 25
7 76 21
10 51 31
7 78 95
4 54 48
1 16 52
2 6 3
7 84 37
2 26 47
1 17 50
1 34 16
10 10 32
2 4 66
2 15 25
4 37 16
5 17 42
7 9 47
2 32 76
7 67 48
8 11 39
3 20 87
10 9 17
3 15 18
7 27 22
4 36 4
7 72 100
5 66 62
8 80 36
1 1 9
7 17 59
7 54 32
3 6 35
8 29 25
3 18 41
4 64 67
2 10 58
2 35 4
10 2 3
1 28 21
2 15 65
1 13 14
1 16 10
8 2 71
8 35 18
5 7 57
8 65 65
4 50 55
5 22 15
1 39 29
3 27 77
4 18 43
8 39 7
8 68 58
5 35 51
3 15 29
5 2 59
2 28 67
4 18 11
8 39 62
6 36 9
5 5 77
7 3 55
2 37 35
6 40 21
8 78 34
10 40 13
2 3 26
6 14 48
10 25 16
4 58 51
1 48 22
7 31 45
8 11 26
5 22 39
1 19 23
8 31 16
5 34 78
1 22 36
8 75 73
7 83 86
3 17 68
8 64 58
7 4 29
7 75 50
7 40 45
2 38 33
7 88 91
5 5 61
8 34 2
6 20 15
7 80 67
8 68 29
8 13 68
6 4 34
4 28 18
8 72 17
4 40 36
10 16 44
10 49 7
7 39 2
10 29 10
4 38 64
4 62 5
1 7 23
7 23 73
3 27 62
7 37 49
8 49 17
8 49 2
6 15 46
4 11 12
1 45 55
7 19 58
3 35 56
5 11 66
7 70 23
7 46 53
7 81 95
7 40 83
5 53 26
7 44 4
8 7 2
4 45 28
3 5 73
1 48 23
2 36 69
8 45 25
2 35 75
5 55 46
8 33 41
7 70 52
8 63 55
2 23 6
7 64 18
6 43 18
3 1 86
4 64 39
7 73 29
5 20 9
10 42 41
8 1 26
4 23 1
6 40 33
1 32 21
8 12 41
7 47 98
1 38 44
8 7 67
4 30 44
3 29 61
2 39 20
7 74 83
3 1 52
1 8 16
3 11 7
1 29 9
7 26 38
8 20 68
5 46 37
7 82 98
6 45 27
8 74 41
8 84 76
6 25 16
1 30 50
10 49 14
1 42 8
6 23 40
5 54 51
1 22 2
3 34 24
10 53 41
6 2 5
2 32 63
2 20 26
5 52 74
3 1 47
10 23 31
2 21 11
8 61 31
1 39 44
1 29 23
4 13 27
4 14 35
7 73 92
8 76 47
5 15 21
4 47 39
8 56 46
5 69 17
1 18 69
5 70 49
5 55 75
4 2 5
5 70 20
5 22 76
5 37 47
5 53 2
6 15 44
4 19 32
1 49 23
5 4 29
7 30 30
7 59 81
5 42 18
5 52 37
7 26 94
4 46 45
8 13 66
4 20 4
7 66 24
5 63 49
3 28 15
1 33 6
7 24 16
10 54 25
4 53 19
7 47 50
5 69 22
4 66 49
8 78 52
8 12 44
2 7 63
1 2 38
4 59 4
4 50 17
6 41 7
1 21 65
7 71 82
7 16 37
7 11 99
7 24 75
1 47 25
7 56 55
7 65 45
4 45 25
6 26 34
7 63 7
7 75 62
3 31 27
7 31 89
4 34 47
7 75 33
7 55 37
7 39 35
4 16 4
4 25 31
7 89 73
1 47 29
2 37 12
7 1 23
5 42 2
4 45 43
8 11 30
5 67 18
2 1 48
2 20 20
7 46 22
7 86 18
4 59 32
2 39 64
5 4 11
8 10 75
7 54 19
8 7 52
6 26 30
3 4 57
7 37 11
2 29 35
3 32 12
5 8 62
1 13 23
2 19 26
6 32 26
8 69 59
3 32 40
2 2 25
5 6 11
2 8 18
2 18 14
1 5 2
8 85 55
5 22 60
4 30 4
7 54 74
5 11 8
8 15 63
8 41 62
2 6 27
8 74 28
4 57 70
3 28 67
2 19 55
7 8 60
2 1 25
5 66 78
2 16 65
4 42 17
4 26 31
4 62 26
5 42 42
3 11 48
10 24 10
5 52 77
4 46 68
5 24 7
8 26 23
8 76 67
1 25 29
5 13 19
5 6 27
10 22 2
9 14 18
7 82 75
10 18 27
10 36 4
4 63 15
6 17 34
8 79 13
5 68 35
4 61 70
4 3 33
8 43 71
5 21 42
1 14 9
4 64 15
8 54 9
8 5 52
3 26 47
3 1 89
7 15 75
1 27 8
2 16 63
3 3 45
10 23 1
2 35 49
5 33 21
3 17 16
4 35 12
10 7 42
8 69 1
2 32 71
7 78 46
6 44 46
1 26 65
5 40 47
1 37 40
8 9 56
4 36 20
2 18 80
2 39 71
10 15 25
3 1 75
7 70 66
5 44 12
3 7 80
5 5 46
7 81 32
8 7 20
4 21 67
7 90 59
8 34 35
8 12 13
5 35 14
7 48 18
2 13 50
8 68 11
2 2 11
6 45 47
2 14 78
8 82 47
7 84 98
1 13 2
8 58 74
3 1 59
3 31 85
7 82 40
2 3 9
7 65 6
8 41 58
1 4 60
5 57 71
5 66 45
8 70 3
2 33 53
1 41 27
8 67 49
3 22 19
5 41 47
1 31 3
1 11 27
1 2 63
4 32 60
2 3 47
1 25 43
8 54 45
6 13 7
3 12 50
6 33 21
4 28 26
2 40 53
2 40 37
5 36 39
5 40 2
8 66 43
7 5 74
2 4 76
4 48 6
4 64 48
5 70 9
1 49 51
4 12 55
4 62 49
8 22 45
8 85 26
7 63 93
2 18 3
6 36 7
5 11 36
7 89 67
4 23 52
5 37 42
3 23 48
8 23 58
7 39 1
4 43 5
5 62 61
7 16 48
1 46 68
6 31 37
7 52 24
5 33 67
8 75 61
10 55 13
7 70 59
7 51 57
2 31 2
5 10 52
2 4 53
1 5 60
8 50 18
4 61 23
7 79 14
4 12 11
7 89 21
5 65 60
8 28 49
4 21 13
2 17 29
10 55 42
8 79 8
4 36 58
3 12 14
6 42 20
10 23 24
8 71 34
10 33 41
4 5 22
5 25 80
8 40 62
6 19 14
1 26 21
10 2 31
6 42 50
10 18 9
2 34 39
6 9 36
4 48 54
1 2 42
7 44 93
4 10 23
3 20 58
4 44 16
5 11 32
7 64 3
7 30 85
4 19 36
7 83 93
2 14 8
2 31 47
4 32 5
8 80 69
7 48 66
7 82 52
5 35 32
10 12 27
1 5 47
6 29 6
3 23 24
7 55 20
4 38 14
5 43 16
1 27 24
10 53 40
4 69 8
4 67 56
7 76 6
8 5 28
7 64 19
7 32 6
7 18 60
4 65 12
6 16 28
5 23 78
3 33 71
8 76 7
2 20 53
3 35 28
8 3 29
1 7 19
3 29 16
7 30 20
4 58 42
6 6 1
7 36 10
10 39 29
8 50 76
8 4 58
5 5 72
5 11 74
8 80 39
3 13 62
4 24 18
4 44 34
8 75 53
7 53 74
1 48 48
1 9 61
1 27 58
4 13 23
7 16 65
6 15 25
6 43 13
6 42 18
8 85 54
5 37 30
5 14 55
5 15 37
7 52 33
8 59 80
1 25 12
4 58 45
8 7 1
7 58 12
2 22 32
5 43 62
4 28 4
7 30 15
1 24 65
4 29 44
4 33 22
1 48 16
1 5 59
7 24 84
1 43 57
7 19 96
2 3 1
8 50 32
9 18 3
8 13 36
1 31 62
7 86 81
1 13 44
10 11 43
3 26 78
7 69 24
5 46 63
1 5 32
7 65 21
7 87 57
2 32 28
4 61 6
7 51 17
5 27 76
5 54 56
8 19 46
2 8 26
2 33 23
10 18 30
7 60 54
3 19 15
5 5 25
1 50 28
5 5 42
5 41 57
5 65 41
1 24 61
7 69 88
7 89 45
5 9 18
4 58 41
10 58 14
7 88 15
5 14 13
1 42 62
7 52 73
3 20 48
8 81 32
7 16 10
2 17 7
3 3 25
8 43 8
3 12 64
8 40 13
8 31 20
8 34 22
8 30 22
5 48 21
2 23 39
8 57 15
3 22 14
6 33 35
4 27 9
7 86 51
2 35 29
8 83 41
8 58 45
1 48 63
10 59 27
8 48 48
4 22 41
10 43 38
8 42 15
1 3 25
1 29 29
10 41 17
1 38 64
4 18 6
1 49 42
8 55 66
8 37 52
10 16 9
1 29 47
2 1 73
7 78 49
4 5 27
4 41 11
4 66 58
6 13 12
8 41 68
10 19 45
7 28 67
3 13 88
1 2 11
3 21 40
2 32 78
7 13 63
8 62 37
7 86 33
5 30 45
6 28 3
4 59 48
7 72 27
3 35 7
8 14 41
8 21 56
2 24 58
8 30 10
8 49 13
1 32 34
6 3 19
8 43 31
6 1 20
10 47 9
1 13 11
10 45 28
8 74 39
7 80 96
8 72 37
6 40 32
2 12 11
7 30 59
9 6 20
4 45 52
4 41 7
6 10 4
2 31 54
4 1 58
2 17 31
1 7 20
2 26 28
4 37 19
1 28 54
1 50 46
7 20 54
3 25 58
5 28 70
8 13 19
3 5 4
8 46 41
4 43 63
8 74 76
5 15 42
4 64 55
7 28 60
10 4 45
8 80 77
2 11 63
4 62 4
2 27 13
6 34 42
3 4 71
7 23 33
7 31 86
7 35 4
5 13 57
10 50 3
3 13 81
2 24 31
7 31 71
5 43 42
4 56 48
4 21 29
10 8 22
1 45 25
2 39 23
4 28 38
4 59 16
7 2 13
8 77 29
8 14 50
7 73 89
5 50 38
7 84 19
8 49 56
8 37 74
5 2 34
5 69 24
5 41 51
8 41 8
7 67 53
7 43 90
8 10 73
3 8 22
1 18 41
4 42 1
8 70 80
5 44 34
4 66 25
8 33 60
2 4 5
4 12 68
5 28 52
7 88 96
7 62 64
1 3 20
7 56 35
4 3 51
8 65 8
5 23 17
6 45 45
7 78 18
4 47 13
1 48 55
2 8 76
5 17 67
8 11 41
8 74 74
7 75 85
6 34 31
4 58 70
2 32 46
7 68 86
3 8 60
3 4 63
2 15 80
5 64 54
5 12 46
2 33 15
5 27 58
5 64 17
8 12 42
8 19 76
1 5 30
4 4 32
8 27 46
7 68 24
2 4 1
8 42 17
3 7 61
1 14 29
3 14 85
4 15 53
8 38 58
7 27 34
4 50 51
1 26 60
1 28 60
7 34 94
8 15 35
1 5 51
10 13 16
1 18 53
3 33 12
8 17 15
10 31 29
7 81 92
8 31 45
5 64 74
7 87 91
7 38 58
5 43 70
8 76 8
4 65 64
3 8 56
7 3 49
1 17 64
8 41 77
7 49 51
3 17 2
5 27 33
10 12 14
1 1 13
4 5 61
7 6 9
2 33 59
8 5 62
3 27 40
2 3 50
5 49 64
6 28 42
1 33 44
8 51 24
1 17 57
2 34 3
10 23 8
4 49 68
5 13 16
4 2 63
3 10 8
7 3 32
4 58 18
1 25 48
2 29 9
3 34 50
4 54 22
4 48 65
10 19 38
8 28 74
7 79 30
1 38 60
5 21 2
5 61 57
5 33 48
8 44 60
3 1 44
1 40 23
8 7 50
3 15 46
5 46 21
10 10 28
3 17 84
2 10 56
2 20 18
4 10 44
3 27 84
7 85 79
7 4 24
7 24 100
8 52 12
7 58 15
8 26 20
2 39 41
7 16 90
7 76 68
8 34 69
1 31 8
7 33 50
2 2 53
7 33 20
4 58 30
2 1 71
4 52 6
7 20 76
8 83 68
7 1 80
8 29 30
7 66 62
10 32 10
3 20 51
8 11 42
2 12 43
2 15 72
7 41 81
1 10 51
3 1 68
4 34 50
8 38 78
1 7 2
3 5 70
4 28 15
3 32 76
3 23 80
5 42 50
8 8 71
1 4 16
8 12 11
7 26 54
2 30 33
3 23 87
7 87 6
7 21 46
4 60 70
7 53 17
1 38 10
5 64 35
5 56 60
4 2 23
7 82 18
2 7 15
3 10 78
7 76 85
8 27 57
2 16 21
8 15 45
1 17 36
7 49 43
1 15 39
7 40 2
5 10 59
7 13 17
10 10 30
4 21 49
8 72 57
1 1 52
8 40 40
3 14 18
7 7 35
10 21 28
5 14 61
7 33 97
4 15 65
4 20 46
5 18 25
1 16 15
8 71 31
8 62 59
2 31 50
3 10 63
1 14 47
10 30 45
7 49 68
5 8 79
3 7 18
6 2 30
5 57 64
7 59 94
3 23 44
4 65 32
6 31 32
5 22 42
4 9 26
5 63 40
9 17 22
5 46 76
7 66 28
8 46 75
5 31 39
8 49 27
3 27 64
7 69 2
7 72 33
1 12 27
5 62 74
1 7 50
2 35 37
8 82 19
3 1 45
8 9 22
5 16 20
4 41 54
8 80 71
8 31 29
3 3 18
5 56 33
4 61 28
7 62 47
2 29 7
5 17 6
5 51 4
2 38 43
10 21 5
5 53 80
4 32 68
4 49 48
7 27 82
8 77 39
5 11 63
7 45 11
4 65 41
7 74 53
8 26 33
8 46 18
1 22 54
10 56 42
8 72 76
7 83 17
8 77 1
6 13 34
2 27 39
1 3 16
1 47 14
8 16 24
5 9 67
7 46 29
4 32 67
8 58 36
5 17 35
10 13 42
10 41 5
1 5 15
2 29 62
3 31 82
5 34 74
10 42 4
8 3 66
6 5 6
6 31 15
8 82 52
3 5 24
3 28 85
5 44 8
1 50 45
5 16 47
1 10 34
8 46 25
8 49 52
4 18 39
2 28 56
8 8 62
7 37 55
4 44 5
8 45 26
5 6 36
5 55 27
3 21 80
8 6 67
2 28 39
1 39 18
2 39 4
3 17 44
6 36 10
7 66 32
8 29 2
5 44 64
10 29 11
5 5 2
4 70 2
3 20 8
8 63 13
8 85 61
8 38 15
5 7 22
5 24 32
5 67 76
4 17 63
5 54 58
10 6 21
8 28 64
4 59 7
7 85 8
3 28 86
1 30 62
7 48 37
2 1 1
5 69 23
4 13 43
10 55 12
3 28 64
8 58 63
5 22 16
3 16 28
2 23 47
10 9 41
5 27 18
4 29 37
7 19 40
8 83 67
1 2 56
7 86 68
1 16 3
7 80 65
10 3 31
3 15 34
5 28 34
8 56 39
7 2 26
8 73 9
8 32 28
10 17 26
5 4 6
2 31 75
8 33 77
7 26 10
8 69 12
7 7 98
1 39 42
2 35 36
5 7 63
2 28 19
10 31 32
3 13 21
3 3 43
5 46 4
4 34 30
2 34 70
7 87 94
1 38 28
4 14 4
2 24 60
5 14 35
2 31 62
6 38 38
1 24 68
7 88 10
3 35 57
10 37 27
6 42 8
5 45 56
5 58 37
3 26 20
4 70 70
8 73 4
3 28 4
7 36 38
4 10 22
1 13 10
1 49 15
8 27 58
6 18 8
5 4 32
8 48 26
8 68 16
2 17 77
8 13 45
4 55 47
2 1 26
8 77 65
3 14 54
3 23 69
5 5 16
1 9 23
8 12 54
7 88 51
8 44 4
7 56 54
7 44 14
5 5 22
2 4 72
3 31 53
4 65 30
5 32 13
7 4 69
3 32 9
7 3 16
4 39 47
7 29 61
10 28 5
7 61 89
8 17 22
1 42 35
7 70 64
7 72 58
5 41 50
8 54 54
4 6 4
8 34 36
7 87 13
4 50 64
2 40 30
7 27 74
4 32 42
1 3 34
5 10 23
7 81 76
8 17 19
7 45 72
5 17 47
7 12 7
7 45 83
3 23 75
4 4 24
3 22 61
8 16 21
3 5 82
4 15 58
10 21 45
7 17 25
5 42 79
5 19 46
2 22 69
10 1 8
10 12 13
10 53 45
7 31 49
1 36 46
6 1 4
3 32 24
3 10 76
8 11 62
7 65 67
7 12 36
6 4 35
3 32 85
6 18 26
5 37 80
5 63 56
3 14 50
2 4 40
3 9 38
4 60 58
7 29 9
2 4 15
8 53 19
1 39 61
3 11 82
1 40 68
8 46 19
8 83 5
5 33 29
3 22 22
3 14 70
4 27 3
2 10 59
7 77 74
5 18 42
10 1 30
5 61 62
5 31 62
7 34 80
5 13 29
4 43 49
3 18 29
2 33 63
1 40 1
7 37 28
3 7 53
2 27 51
2 33 22
3 26 33
4 40 5
2 24 56
7 85 10
1 33 55
5 44 16
5 18 47
5 30 76
4 60 26
4 55 14
7 28 50
10 21 32
8 18 55
3 30 18
6 38 11
5 59 65
7 51 81
4 2 41
8 59 66
7 81 15
5 48 63
8 7 56
8 79 50
6 23 2
6 6 27
7 17 55
7 24 91
5 66 19
5 4 59
7 86 73
3 7 25
8 66 78
7 82 81
1 24 19
6 22 5
4 50 9
8 22 69
7 41 20
8 53 35
1 10 65
5 62 62
8 1 32
2 6 44
6 29 46
4 52 20
1 38 50
2 37 28
1 50 54
6 5 46
8 60 20
5 33 74
7 2 4
4 38 19
7 20 90
5 25 62
10 20 6
5 61 60
8 32 34
7 25 93
5 58 57
1 49 6
8 28 23
10 4 33
4 6 48
4 65 15
8 46 68
8 41 76
8 21 75
5 7 79
3 34 45
10 38 36
8 45 23
8 9 58
1 11 5
8 28 46
10 57 11
7 63 70
5 64 68
10 10 36
10 8 25
6 33 49
8 40 54
8 10 19
5 1 1
1 18 32
7 21 7
1 7 30
2 8 14
6 30 25
7 56 88
4 48 61
6 27 48
4 2 61
2 27 1
6 25 49
5 61 49
5 66 40
3 28 5
4 43 36
7 73 42
4 9 29
8 16 35
4 62 3
7 42 13
7 4 87
3 2 20
7 80 71
10 20 14
3 3 75
5 47 45
1 9 43
8 30 79
8 7 55
3 29 28
5 22 20
4 20 64
6 30 5
2 28 26
7 23 31
2 21 63
10 33 19
7 39 96
7 39 69
1 3 64
5 65 2
8 39 32
4 9 14
10 33 1
5 20 34
9 22 25
4 57 54
5 63 10
4 61 8
8 33 57
8 48 52
5 69 36
10 40 18
3 32 80
4 63 40
1 15 24
7 31 91
3 17 71
10 6 43
3 13 57
2 21 73
7 13 5
5 6 17
6 14 8
4 8 25
5 39 14
1 9 55
10 18 39
7 34 11
8 54 20
10 2 5
5 64 43
8 23 12
2 29 43
2 2 63
1 5 28
6 15 38
2 10 24
1 49 58
7 3 53
5 60 36
4 59 66
1 32 22
7 18 50
6 37 34
3 17 47
3 32 57
3 29 42
7 86 40
4 32 46
10 26 35
7 46 69
8 28 11
5 25 41
5 28 73
7 86 96
10 14 45
8 40 66
3 28 90
2 38 12
5 3 76
5 4 80
7 70 63
7 78 67
2 21 42
8 55 41
4 1 4
2 4 9
5 39 76
4 14 52
8 12 67
1 18 30
7 77 38
7 77 65
4 32 31
5 46 69
1 2 45
2 33 29
10 42 37
2 15 40
7 65 3
6 1 8
1 9 37
7 71 93
7 71 37
7 41 89
3 33 89
8 71 78
1 13 20
5 65 24
10 45 40
1 46 33
5 57 36
4 67 12
5 6 37
1 22 45
4 3 53
2 31 55
5 49 46
1 47 63
6 31 5
4 29 27
